電池編號,V:測試電壓值 ,I:漏電流值,OM:絕緣電阻值,PF:結果判定
Q509T1C1-036,248.943,0,293622000,128
Q509T1C1-037,248.943,0,331920000,128
Q509T1C1-038,248.943,0,297919000,128
Q509T1C1-039,248.943,0,236718000,128
Q509T1C1-041,248.943,0,282747000,128
Q509T1C1-042,248.943,0,363532000,128
Q509T1C1-043,248.943,0,264387000,128
Q509T1C1-044,248.943,0,581651000,128
Q509T1C1-045,248.943,0,399172000,128
Q509T1C1-046,248.943,0,284062000,128
Q509T1C1-047,248.943,0,409888000,128
Q509T1C1-048,248.943,0,204259000,128
Q509T1C1-049,248.943,0,452395000,128
Q509T1C1-050,248.943,0,407156000,128
Q509T1C1-051,248.943,0,324858000,128
Q509T1C1-052,248.943,0,160719000,128
Q509T1C1-053,248.943,0,359255000,128
Q509T1C1-054,248.943,0,306901000,128
Q509T1C1-055,248.943,0,284062000,128
Q509T1C1-056,248.943,0,359255000,128
Q509T1C1-057,248.943,0,339296000,128
Q509T1C1-058,248.943,0,303847000,128
Q509T1C1-059,248.943,0,288082000,128
Q509T1C1-060,248.943,0,376996000,128
Q509T1C1-061,248.128,0,419817000,128
Q509T1C1-062,248.943,0,386540000,128
Q509T1C1-063,248.943,0,629622000,128
Q509T1C1-064,248.943,0,255537000,128
Q509T1C1-065,248.943,0,404459000,128
Q509T1C1-066,248.943,0,513221000,128
Q509T1C1-067,248.943,0,347008000,128
Q509T1C1-068,248.943,0,290825000,128
Q509T1C1-069,248.943,0,445791000,128
Q509T1C1-070,247.721,0,319860000,128
Q509T1C1-071,248.943,0,367912000,128
Q509T1C1-072,248.943,0,328351000,128
Q509T1C1-073,247.313,0,286196000,128
Q509T1C1-074,248.943,0,308451000,128
Q509T1C1-075,248.943,0,282747000,128
Q509T1C1-076,248.943,0,415465000,128
Q509T1C1-077,248.943,0,210598000,128
Q509T1C2-001,248.943,0,295040000,128
Q509T1C2-002,248.943,0,284062000,128
Q509T1C2-003,248.943,0,449069000,128
Q509T1C2-004,249.35,0,289921000,128
Q509T1C2-005,248.943,0,168246000,128
Q509T1C2-006,248.943,0,335568000,128
Q509T1C2-007,248.535,0,354496000,128
Q509T1C2-008,248.943,0,335568000,128
Q509T1C2-009,248.943,0,328351000,128
Q509T1C2-010,248.943,0,496531000,128
Q509T1C2-011,248.943,0,184512000,128
Q509T1C2-012,248.943,0,328351000,128
Q509T1C2-013,248.943,0,466209000,128
Q509T1C2-014,248.943,0,384109000,128
Q509T1C2-015,248.128,0,243494000,128
Q509T1C2-016,248.943,0,341192000,128
Q509T1C2-017,248.943,0,409888000,128
Q509T1C2-018,248.128,0,454279000,128
Q509T1C2-019,249.35,0,318611000,128
Q509T1C2-020,248.943,0,477135000,128
Q509T1C2-021,249.35,0,301346000,128
Q509T1C2-022,248.943,0,198936000,128
Q509T1C2-023,248.128,0,444332000,128
Q509T1C2-024,248.943,0,363532000,128
Q509T1C2-025,248.943,0,581651000,128
Q509T1C2-026,248.535,0,314296000,128
Q509T1C2-027,246.091,0,247433000,128
Q509T1C2-028,248.943,0,391496000,128
Q509T1C2-029,248.943,0,293622000,128
Q509T1C2-030,248.943,0,389002000,128
Q509T1C2-031,248.535,0,331377000,128
Q509T1C2-032,248.943,0,347008000,128
Q509T1C2-033,248.943,0,381708000,128
Q509T1C2-034,248.943,0,214292000,128
Q509T1C2-035,248.943,0,335568000,128
Q509T1C2-036,248.943,0,234897000,128
Q509T1C2-037,248.943,0,303847000,128
Q509T1C2-038,248.943,0,328351000,128
Q509T1C2-039,248.943,0,256611000,128
Q509T1C2-040,248.943,0,201562000,128
Q509T1C2-041,248.943,0,430094000,128
Q509T1C2-042,248.943,0,292217000,128
Q509T1C2-043,248.943,0,237639000,128
Q509T1C2-044,248.943,0,218119000,128
Q509T1C2-045,248.943,0,308451000,128
Q509T1C2-046,248.943,0,238568000,128
Q509T1C2-048,248.943,0,363532000,128
Q509T1C2-049,248.943,0,267866000,128
Q509T1C2-050,248.943,0,365709000,128
Q509T1C2-051,248.943,0,224534000,128
Q509T1C2-052,248.943,0,469795000,128
Q509T1C2-053,248.943,0,260997000,128
Q509T1C2-054,248.943,0,374683000,128
Q509T1C2-055,248.943,0,466209000,128
Q509T1C2-056,248.943,0,245274000,128
Q509T1C2-057,248.943,0,243320000,128
Q509T1C2-058,248.943,0,316442000,128
Q509T1C2-059,248.943,0,212060000,128
Q509T1C2-061,248.943,0,576164000,128
Q509T1C2-062,249.35,0,304345000,128
Q509T1C2-063,248.943,0,319756000,128
Q509T1C2-064,248.943,0,348991000,128
Q509T1C2-065,248.943,0,262117000,128
Q509T1C2-066,248.943,0,376996000,128
Q509T1C2-067,249.35,0,410559000,128
Q509T1C2-068,248.943,0,339296000,128
Q509T1C2-069,248.943,0,343109000,128
Q509T1C2-070,249.35,0,312109000,128
Q509T1C2-071,248.943,0,504738000,128
Q509T1C2-072,248.943,0,257693000,128
Q509T1C2-073,246.091,0,460868000,128
Q509T1C2-074,247.313,0,251757000,128
Q509T1C2-075,248.943,0,258785000,128
Q509T1C2-076,248.943,0,286729000,128
Q509T1C2-077,248.943,0,303847000,128
Q509T1C2-078,248.943,0,282747000,128
Q509T1C2-100,248.943,0,610733000,128
Q509T1C2-241,248.128,0,281821000,128
Q509T1C2-241,248.943,0,345047000,128
Q509T1D1-001,248.943,0,262117000,128
Q509T1D1-002,248.943,0,198290000,128
Q509T1D1-003,248.943,0,285389000,128
Q509T1D1-004,248.943,0,3482780000,128
Q509T1D1-005,248.128,0,241561000,128
Q509T1D1-005,248.943,0,394022000,128
Q509T1D1-006,248.943,0,220481000,128
Q509T1D1-007,248.535,0,300361000,128
Q509T1D1-008,248.943,0,158632000,128
Q509T1D1-009,248.535,0,378717000,128
Q509T1D1-010,248.943,0,276350000,128
Q509T1D1-011,248.943,0,318090000,128
Q509T1D1-012,248.943,0,239503000,128
Q509T1D1-013,248.128,0,317049000,128
Q509T1D1-014,248.535,0,274655000,128
Q509T1D1-015,248.943,0,282747000,128
Q509T1D1-016,248.943,0,300854000,128
Q509T1D1-017,248.943,0,228739000,128
Q509T1D1-018,248.943,0,179101000,128
Q509T1D1-019,248.535,0,277152000,128
Q509T1D1-020,246.091,0,273184000,128
Q509T1D1-021,248.943,0,384109000,128
Q509T1D1-022,248.943,0,259887000,128
Q509T1D1-023,248.943,0,324858000,128
Q509T1D1-024,248.943,0,348991000,128
Q509T1D1-025,249.35,0,294102000,128
Q509T1D1-026,248.128,0,345872000,128
Q509T1D1-027,248.943,0,285389000,128
Q509T1D1-028,248.943,0,401798000,128
Q509T1D1-029,248.943,0,306901000,128
Q509T1D1-031,248.943,0,477135000,128
Q509T1D1-032,248.943,0,264387000,128
Q509T1D1-033,248.943,0,262117000,128
Q509T1D1-034,248.943,0,251331000,128
Q509T1D1-035,248.943,0,265536000,128
Q509T1D1-036,248.943,0,214292000,128
Q509T1D1-037,248.943,0,254472000,128
Q509T1D1-038,248.943,0,306901000,128
Q509T1D1-039,248.943,0,339296000,128
Q509T1D1-040,248.943,0,252369000,128
Q509T1D1-041,247.721,0,343353000,128
Q509T1D1-042,248.943,0,277606000,128
Q509T1D1-043,248.943,0,302343000,128
Q509T1D1-044,248.535,0,275898000,128
Q509T1D1-046,248.943,0,337422000,128
Q509T1D1-047,248.943,0,255537000,128
Q509T1D1-048,248.943,0,365709000,128
Q509T1D1-049,248.943,0,401798000,128
Q509T1D1-050,248.535,0,358667000,128
Q509T1D1-051,248.943,0,247260000,128
Q509T1D1-052,248.943,0,222085000,128
Q509T1D2-001,248.943,0,455771000,128
Q509T1D2-002,248.943,0,310017000,128
Q509T1D2-003,248.943,0,247260000,128
Q509T1D2-004,248.943,0,484709000,128
Q509T1D2-005,248.943,0,302343000,128
Q509T1D2-006,248.943,0,311599000,128
Q509T1D2-007,248.943,0,323139000,128
Q509T1D2-008,248.943,0,224534000,128
Q509T1D2-009,248.943,0,281444000,128
Q509T1D2-010,248.943,0,311599000,128
Q509T1D2-011,247.313,0,452787000,128
Q509T1D2-012,248.943,0,318090000,128
Q509T1D2-013,248.943,0,262117000,128
Q509T1D2-014,248.943,0,286729000,128
Q509T1D2-015,248.943,0,246263000,128
Q509T1D2-016,248.943,0,250301000,128
Q509T1D2-017,248.943,0,244293000,128
Q509T1D2-018,248.943,0,275105000,128
Q509T1D2-019,248.943,0,727063000,128
Q509T1D2-020,248.943,0,230465000,128
Q509T1D2-021,248.943,0,249279000,128
Q509T1D2-022,248.943,0,407156000,128
Q509T1D2-023,248.943,0,345047000,128
Q509T1D2-024,248.943,0,299379000,128
Q509T1D2-025,248.535,0,304867000,128
Q509T1D2-026,248.943,0,295040000,128
Q509T1D2-027,248.128,0,444332000,128
Q509T1D2-028,248.943,0,311599000,128
Q509T1D2-029,248.943,0,374683000,128
Q509T1D2-030,248.943,0,430094000,128
Q509T1D2-031,248.535,0,376379000,128
Q509T1D2-032,248.943,0,222085000,128
Q509T1D2-033,248.943,0,290825000,128
Q509T1D2-034,248.943,0,321439000,128
Q509T1D2-035,248.943,0,247260000,128
Q509T1D2-036,248.943,0,449069000,128
Q509T1D2-037,248.943,0,280153000,128
Q509T1D2-038,248.943,0,316442000,128
Q509T1D2-039,248.943,0,300854000,128
Q509T1D2-040,248.535,0,472662000,128
Q509T1D2-041,248.943,0,401798000,128
Q509T1D2-042,248.943,0,353025000,128
Q509T1D2-043,248.943,0,288082000,128
Q509T1D2-044,248.943,0,326595000,128
Q509T1D2-046,248.535,0,725874000,128
Q509T1D2-047,248.943,0,449069000,128
Q509T1D2-048,248.943,0,202230000,128
Q509T1D2-049,248.943,0,504738000,128
Q509T1D2-050,248.943,0,326595000,128
Q509T1D2-051,248.943,0,455771000,128
Q509T1D2-052,248.943,0,326595000,128
Q509T1D2-053,248.943,0,348991000,128
Q509T1D2-054,248.943,0,321439000,128
Q509T1D2-055,248.943,0,484709000,128
Q509T1D2-056,248.943,0,212799000,128
Q509T1D2-057,248.943,0,427086000,128
Q509T1D2-058,248.943,0,389002000,128
Q509T1D2-059,248.943,0,521994000,128
Q509T1D2-060,248.943,0,321439000,128
Q509T1D2-061,248.943,0,272649000,128
Q509T1D2-062,248.943,0,404459000,128
Q509T1D2-063,248.128,0,260143000,128
Q509T1D2-065,248.943,0,213543000,128
Q509T1D2-066,248.943,0,265536000,128
Q509T1D2-067,248.943,0,278874000,128
Q509T1D2-068,248.943,0,275105000,128
Q509T1D2-070,248.943,0,256611000,128
Q509T1D2-071,248.943,0,449069000,128
Q509T1D2-072,248.943,0,299379000,128
Q509T1D2-073,248.943,0,236718000,128
Q509T1D2-074,248.943,0,492527000,128
Q509T1D2-075,248.943,0,305367000,128
Q509T1D2-076,248.943,0,565494000,128
Q509T1D2-100,248.943,0,343109000,128
Q509T1E1-001,248.943,0,278874000,128
Q509T1E1-002,249.35,0,270678000,128
Q509T1E1-003,248.943,0,339296000,128
Q509T1E1-003,248.535,0,223346000,128
Q509T1E1-005,248.943,0,710155000,128
Q509T1E1-006,248.943,0,293622000,128
Q509T1E1-007,246.498,0,258434000,128
Q509T1E1-008,248.943,0,848241000,128
Q509T1E1-009,248.943,0,592945000,128
Q509T1E1-010,249.35,0,302838000,128
Q509T1E1-011,248.943,0,379338000,128
Q509T1E1-012,248.535,0,483916000,128
Q509T1E1-013,248.943,0,365709000,128
Q509T1E1-014,247.721,0,366105000,128
Q509T1E1-015,246.091,0,710278000,128
Q509T1E1-016,248.535,0,303350000,128
Q509T1E1-017,249.35,0,394666000,128
Q509T1E1-018,248.943,0,386540000,128
Q509T1E1-019,248.535,0,352447000,128
Q509T1E1-020,248.943,0,290825000,128
Q509T1E1-021,248.943,0,372398000,128
Q509T1E1-022,248.943,0,581651000,128
Q509T1E1-023,248.943,0,418311000,128
Q509T1E1-024,248.943,0,245274000,128
Q509T1E1-025,248.943,0,355078000,128
Q509T1E1-026,248.943,0,250301000,128
Q509T1E1-027,246.091,0,303385000,128
Q509T1E1-028,248.535,0,333188000,128
Q509T1E1-029,248.943,0,404459000,128
Q509T1E1-030,249.35,0,205971000,128
Q509T1E1-031,248.943,0,753992000,128
Q509T1E1-032,248.943,0,296472000,128
Q509T1E1-032,248.943,0,276350000,128
Q509T1E1-033,248.943,0,374683000,128
Q509T1E1-034,248.943,0,273871000,128
Q509T1E1-035,249.35,0,518418000,128
Q509T1E1-036,248.535,0,628592000,128
Q509T1E1-037,248.943,0,555212000,128
Q509T1E1-038,246.091,0,344992000,128
Q509T1E1-039,248.943,0,256611000,128
Q509T1E1-040,248.535,0,406489000,128
Q509T1E1-041,248.943,0,500601000,128
Q509T1E1-042,248.943,0,259887000,128
Q509T1E1-043,247.721,0,419127000,128
Q509T1E1-044,248.943,0,500601000,128
Q509T1E1-045,247.721,0,272527000,128
Q509T1E1-046,248.943,0,396580000,128
Q509T1E1-048,249.35,0,279330000,128
Q509T1E1-049,248.943,0,310017000,128
Q509T1E1-050,248.943,0,430094000,128
Q509T1E1-051,248.943,0,526494000,128
Q509T1E1-052,248.943,0,439377000,128
Q509T1E1-053,246.091,0,343032000,128
Q509T1E1-054,248.943,0,300854000,128
Q509T1E1-055,248.943,0,235804000,128
Q509T1E1-056,248.943,0,273871000,128
Q509T1E1-057,248.943,0,433144000,128
Q509T1E1-058,248.943,0,365709000,128
Q509T1E1-059,248.943,0,386540000,128
Q509T1E1-060,248.943,0,427086000,128
Q509T1E1-061,248.943,0,262117000,128
Q509T1E1-062,248.943,0,252369000,128
Q509T1E1-063,248.535,0,362937000,128
Q509T1E1-064,248.943,0,445791000,128
Q509T1E1-065,248.943,0,202230000,128
Q509T1E1-066,248.943,0,316442000,128
Q509T1E1-067,248.943,0,319756000,128
Q509T1E1-068,248.943,0,343109000,128
Q509T1E1-069,248.943,0,127502000,66
Q509T1E1-070,248.943,0,513221000,128
Q509T1E1-071,248.943,0,313197000,128
Q509T1E1-071,248.128,0,315406000,128
Q509T1E1-072,248.943,0,396580000,128
Q509T1E1-073,248.943,0,616902000,128
Q509T1E1-074,248.943,0,341192000,128
Q509T1E1-075,248.943,0,459198000,128
Q509T1E1-076,248.943,0,254472000,128
Q509T1E1-077,248.943,0,302343000,128
Q509T1E1-200,248.535,0,336870000,128
Q509T1E1-201,249.35,0,248672000,128
Q509T1E2-001,248.943,0,328351000,128
Q509T1E2-002,248.943,0,310017000,128
Q509T1E2-003,248.943,0,353025000,128
Q509T1E2-004,248.943,0,337422000,128
Q509T1E2-005,248.943,0,256611000,128
Q509T1E2-006,248.535,0,432435000,128
Q509T1E2-007,248.943,0,232218000,128
Q509T1E2-008,248.943,0,258785000,128
Q509T1E2-009,248.943,0,353025000,128
Q509T1E2-011,248.943,0,462677000,128
Q509T1E2-012,248.943,0,389002000,128
Q509T1E2-013,248.943,0,281444000,128
Q509T1E2-014,248.943,0,348991000,128
Q509T1E2-015,248.943,0,314811000,128
Q509T1E2-016,248.943,0,488587000,128
Q509T1E2-017,248.943,0,418311000,128
Q509T1E2-018,248.943,0,225363000,128
Q509T1E2-019,248.943,0,284062000,128
Q509T1E2-020,248.943,0,310017000,128
Q509T1E2-021,248.943,0,367912000,128
Q509T1E2-022,248.943,0,353025000,128
Q509T1E2-023,248.943,0,427086000,128
Q509T1E2-024,248.943,0,404459000,128
Q509T1E2-025,12.6305,-1,-1,72
Q509T1E2-025,248.943,0,265536000,128
Q509T1E2-026,248.943,0,267866000,128
Q509T1E2-027,248.943,0,277606000,128
Q509T1E2-028,248.943,0,345047000,128
Q509T1E2-029,13.4454,-1,-1,72
Q509T1E2-030,248.943,0,330126000,128
Q509T1E2-031,248.535,0,417626000,128
Q509T1E2-032,248.943,0,221280000,128
Q509T1E2-033,248.943,0,200899000,128
Q509T1E2-034,248.943,0,254472000,128
Q509T1E2-035,248.943,0,365709000,128
Q509T1E2-036,248.943,0,623197000,128
Q509T1E2-037,248.943,0,289447000,128
Q509T1E2-038,248.943,0,256611000,128
Q509T1E2-040,248.943,0,192055000,128
Q509T1E2-041,248.943,0,488587000,128
Q509T1E2-042,249.35,0,281905000,128
Q509T1E2-043,248.943,0,227038000,128
Q509T1E2-044,248.943,0,300854000,128
Q509T1E2-046,247.721,0,324992000,128
Q509T1E2-047,248.943,0,814311000,128
Q509T1E2-048,248.943,0,272649000,128
Q509T1E2-049,248.943,0,227886000,128
Q509T1E2-050,248.535,0,324327000,128
Q509T1E2-051,248.943,0,333734000,128
Q509T1E2-052,248.535,0,224167000,128
Q509T1E2-053,248.943,0,277606000,128
Q509T1E2-054,11.0007,-1,-1,72
Q509T1E2-055,248.943,0,173504000,128
Q509T1E2-056,248.943,0,299379000,128
Q509T1E2-057,248.943,0,300854000,128
Q509T1E2-058,248.943,0,237639000,128
Q509T1E2-059,248.943,0,280153000,128
Q509T1E2-060,248.943,0,271437000,128
Q509T1E2-061,248.943,0,484709000,128
Q509T1E2-062,248.943,0,424120000,128
Q509T1E2-063,248.943,0,258785000,128
Q509T1E2-064,248.943,0,365709000,128
Q509T1E2-065,248.943,0,311599000,128
Q509T1E2-066,248.535,0,358667000,128
Q509T1E2-066,247.721,0,328505000,128
Q509T1E2-067,248.943,0,259887000,128
Q509T1E2-068,248.943,0,331920000,128
Q509T1E2-069,248.943,0,201562000,128
Q509T1E2-070,248.943,0,273871000,128
Q509T1E2-071,248.943,0,341192000,128
Q509T1E2-072,248.943,0,318090000,128
Q509T1E2-073,248.943,0,266696000,128
Q509T1E2-074,248.535,0,232723000,128
Q509T1E2-075,248.943,0,303847000,128
Q509T1E2-076,248.943,0,313197000,66
Q509T1E2-077,248.943,0,306901000,128
Q509T1E2-200,248.943,0,275105000,128
Q509T1E2-201,42.7807,-1,-1,72
Q509T1E2-202,8.1487,-1,-1,72
Q509T1F1-001,248.943,0,359255000,128
Q509T1F1-002,248.943,0,264387000,128
Q509T1F1-003,248.535,0,282284000,128
Q509T1F1-004,248.943,0,347008000,128
Q509T1F1-006,248.943,0,319756000,128
Q509T1F1-007,-1,-1,-1,98
Q509T1F1-007,54.1889,-1,-1,74
Q509T1F1-008,248.943,0,473437000,128
Q509T1F1-009,248.943,0,348991000,128
Q509T1F1-010,248.535,0,288973000,128
Q509T1F1-011,248.943,0,407156000,128
Q509T1F1-012,248.943,0,347008000,128
Q509T1F1-013,249.35,0,382333000,128
Q509T1F1-014,244.868,0,536373000,128
Q509T1F1-015,249.35,0,672234000,128
Q509T1F1-016,249.35,0,459950000,128
Q509T1F1-017,249.35,0,231717000,128
Q509T1F1-018,248.943,0,273871000,128
Q509T1F1-019,247.313,0,481536000,128
Q509T1F1-020,248.535,0,465446000,128
Q509T1F1-021,248.943,0,459198000,128
Q509T1F1-022,247.313,0,327965000,128
Q509T1F1-023,248.943,0,197648000,128
Q509T1F1-025,246.091,0,494866000,128
Q509T1F1-026,249.35,0,695151000,128
Q509T1F1-027,249.35,0,260312000,128
Q509T1F1-028,248.943,0,295040000,128
Q509T1F1-029,248.943,0,299379000,128
Q509T1F1-030,248.943,0,270236000,128
Q509T1F1-031,248.943,0,508944000,66
Q509T1F1-031,249.35,0,288553000,128
Q509T1F1-032,247.313,0,108422000,128
Q509T1F1-032,249.35,0,493333000,128
Q509T1F1-033,249.35,0,246667000,128
Q509T1F1-034,248.535,0,1604560000,66
Q509T1F1-034,248.943,0,328351000,128
Q509T1F1-035,248.943,0,330126000,128
Q509T1F1-036,248.943,0,272649000,128
Q509T1F1-037,248.535,0,367310000,128
Q509T1F1-038,249.35,0,728254000,128
Q509T1F1-039,248.943,0,272649000,128
Q509T1F1-040,248.943,0,466209000,128
Q509T1F1-041,248.535,0,254056000,128
Q509T1F1-042,249.35,0,242751000,128
Q509T1F1-043,248.535,0,261688000,128
Q509T1F1-044,248.943,0,251331000,128
Q509T1F1-045,249.35,0,267132000,128
Q509T1F1-046,248.943,0,254472000,128
Q509T1F1-047,248.943,0,330126000,128
Q509T1F1-048,248.943,0,292217000,128
Q509T1F1-049,59.4855,-1,-1,72
Q509T1F1-050,248.943,0,399172000,128
Q509T1F1-051,248.943,0,376996000,128
Q509T1F1-052,248.943,0,359255000,128
Q509T1F1-053,248.943,0,488587000,128
Q509T1F1-054,248.943,0,407156000,128
Q509T1F1-055,248.943,0,319756000,128
Q509T1F1-056,248.535,0,451655000,128
Q509T1F1-057,248.943,0,430094000,128
Q509T1F1-058,249.35,0,228259000,128
Q509T1F1-059,248.943,0,256611000,128
Q509T1F1-061,248.535,0,499782000,128
Q509T1F1-062,248.943,0,311599000,128
Q509T1F1-063,248.943,0,466209000,128
Q509T1F1-064,249.35,0,336117000,128
Q509T1F1-064 ,249.35,0,1529330000,66
Q509T1F1-065,248.128,0,301354000,128
Q509T1F1-066,248.943,0,545298000,128
Q509T1F1-067,248.943,0,365709000,128
Q509T1F1-068,248.943,0,442560000,128
Q509T1F1-069,248.943,0,604687000,128
Q509T1F2-001,248.943,0,314811000,128
Q509T1F2-002,248.943,0,308451000,128
Q509T1F2-003,248.535,0,291739000,128
Q509T1F2-004,248.943,0,299379000,128
Q509T1F2-005,248.535,0,250919000,128
Q509T1F2-006,248.943,0,220481000,128
Q509T1F2-007,248.943,0,484709000,128
Q509T1F2-008,248.943,0,204259000,128
Q509T1F2-009,248.943,0,386540000,128
Q509T1F2-010,248.943,0,262117000,128
Q509T1F2-011,248.943,0,290825000,128
Q509T1F2-012,248.535,0,338741000,128
Q509T1F2-013,247.313,0,222247000,128
Q509T1F2-014,250.573,0,283286000,128
Q509T1F2-015,248.943,0,396580000,128
Q509T1F2-016,248.943,0,367912000,128
Q509T1F2-017,248.943,0,288082000,128
Q509T1F2-018,248.943,0,433144000,128
Q509T1F2-019,248.943,0,318090000,128
Q509T1F2-020,248.128,0,241561000,128
Q509T1F2-021,248.943,0,335568000,128
Q509T1F2-022,248.943,0,418311000,128
Q509T1F2-023,248.943,0,319756000,128
Q509T1F2-024,248.943,0,367912000,128
Q509T1F2-025,248.943,0,376996000,128
Q509T1F2-026,248.943,0,376996000,128
Q509T1F2-027,248.943,0,227038000,128
Q509T1F2-028,248.943,0,221280000,128
Q509T1F2-029,248.943,0,311599000,128
Q509T1F2-030,248.943,0,266696000,128
Q509T1F2-031,248.943,0,302343000,128
Q509T1F2-032,248.943,0,581651000,128
Q509T1F2-033,248.943,0,412658000,128
Q509T1F2-034,248.535,0,451655000,128
Q509T1F2-035,248.943,0,372398000,128
Q509T1F2-036,248.943,0,245274000,128
Q509T1F2-037,248.943,0,303847000,128
Q509T1F2-038,248.943,0,318090000,128
Q509T1F2-039,248.535,0,342547000,128
Q509T1F2-040,248.943,0,409888000,128
Q509T1F2-041,248.943,0,278874000,128
Q509T1F2-042,248.943,0,205634000,128
Q509T1F2-043,248.943,0,449069000,128
Q509T1F2-044,248.943,0,202230000,128
Q509T1F2-045,250.573,0,316872000,128
Q509T1F2-046,248.943,0,391496000,128
Q509T1F2-047,248.943,0,480892000,128
Q509T1F2-048,248.943,0,297919000,128
Q509T1F2-049,248.943,0,323139000,128
Q509T1F2-050,248.943,0,222895000,128
Q509T1F2-051,248.943,0,341192000,128
Q509T1F2-052,248.943,0,241397000,128
Q509T1F2-053,248.943,0,412658000,128
Q509T1F2-054,248.943,0,276350000,128
Q509T1F2-055,248.943,0,299379000,128
Q509T1F2-056,248.943,0,492527000,128
Q509T1F2-057,248.943,0,365709000,128
Q509T1F2-058,248.943,0,276350000,128
Q509T1F2-059,248.943,0,326595000,128
Q509T1F2-060,248.943,0,337422000,128
Q509T1F2-061,13.0379,-1,-1,72
Q509T1F2-062,248.943,0,376996000,128
Q509T1F2-063,248.943,0,526494000,128
Q509T1F2-064,248.128,0,351870000,128
Q509T1F2-065,248.943,0,289447000,128
Q509T1F2-066,248.943,0,241397000,128
Q509T1F2-067,248.943,0,282747000,128
Q509T1F2-068,248.943,0,286729000,128
Q509T1F2-069,248.943,0,407156000,128
Q509T1F2-070,248.535,0,248871000,128
Q509T1F2-071,248.535,0,312684000,128
Q509T1F2-072,248.943,0,496531000,128
Q509T1F2-073,248.943,0,386540000,128
Q509T1F2-074,248.943,0,311599000,128
Q509T1F2-075,248.943,0,442560000,128
Q509T1F2-076,248.128,0,416941000,128
Q509T1F2-076,249.35,0,280611000,128
Q509T1F2-077,248.943,0,296472000,128
Q509T1F2-078,248.943,0,269046000,128
Q509T1F2-079,248.943,0,355078000,128
Q509T1F2-100,248.535,0,203924000,128
Q509T1G1-001,248.535,0,312684000,128
Q509T1G1-002,248.943,0,194501000,128
Q509T1G1-003,248.943,0,445791000,128
Q509T1G1-004,248.943,0,365709000,128
Q509T1G1-005,248.943,0,251331000,128
Q509T1G1-006,248.943,0,319756000,128
Q509T1G1-007,248.943,0,303847000,128
Q509T1G1-008,248.943,0,436238000,128
Q509T1G1-010,248.943,0,316442000,128
Q509T1G1-011,248.943,0,286729000,128
Q509T1G1-012,248.943,0,326595000,128
Q509T1G1-013,248.943,0,290825000,128
Q509T1G1-014,248.943,0,370141000,128
Q509T1G1-015,248.943,0,258785000,128
Q509T1G1-016,248.943,0,308451000,128
Q509T1G1-017,248.943,0,337422000,128
Q509T1G1-018,248.943,0,275105000,128
Q509T1G1-019,247.313,0,314371000,128
Q509T1G1-020,248.943,0,295040000,128
Q509T1G1-021,248.943,0,216572000,128
Q509T1G1-022,249.35,0,260312000,128
Q509T1G1-023,248.943,0,189082000,128
Q509T1G1-024,248.943,0,266696000,128
Q509T1G1-025,248.943,0,313197000,128
Q509T1G1-026,248.535,0,272203000,128
Q509T1G1-027,248.943,0,433144000,128
Q509T1G1-028,248.943,0,313197000,128
Q509T1G1-029,248.943,0,262117000,128
Q509T1G1-030,248.943,0,260997000,128
Q509T1G1-031,248.943,0,484709000,128
Q509T1G1-032,248.943,0,99240900,128
Q509T1G1-033,248.943,0,421195000,128
Q509T1G1-034,248.128,0,596798000,128
Q509T1G1-035,248.943,0,376996000,128
Q509T1G1-036,248.943,0,214292000,128
Q509T1G1-038,248.943,0,310017000,128
Q509T1G1-039,248.943,0,224534000,128
Q509T1G1-040,248.943,0,302343000,128
Q509T1G1-041,248.943,0,339296000,128
Q509T1G1-042,248.943,0,267866000,128
Q509T1G1-043,248.943,0,239503000,128
Q509T1G1-044,248.943,0,232218000,128
Q509T1G1-045,248.943,0,357154000,128
Q509T1G1-046,248.943,0,433144000,128
Q509T1G1-047,248.943,0,222895000,128
Q509T1G1-048,248.943,0,445791000,128
Q509T1G1-049,248.943,0,306901000,128
Q509T1G1-050,12.2231,-1,-1,72
Q509T1G1-051,248.943,0,391496000,128
Q509T1G1-052,248.535,0,409217000,128
Q509T1G1-053,248.943,0,313197000,128
Q509T1G1-054,248.943,0,345047000,128
Q509T1G1-055,248.943,0,183403000,128
Q509T1G1-056,248.943,0,310017000,128
Q509T1G1-057,248.943,0,265536000,128
Q509T1G1-058,248.943,0,424120000,128
Q509T1G1-059,248.943,0,333734000,128
Q509T1G1-060,248.128,0,274205000,128
Q509T1G1-061,248.943,0,337422000,128
Q509T1G1-062,248.943,0,466209000,128
Q509T1G1-063,248.943,0,244293000,128
Q509T1G1-064,248.943,0,370141000,128
Q509T1G1-065,248.943,0,407156000,128
Q509T1G1-066,248.943,0,324858000,128
Q509T1G1-067,248.943,0,221280000,128
Q509T1G1-068,248.943,0,250301000,128
Q509T1G1-069,248.943,0,246263000,128
Q509T1G1-070,248.943,0,229599000,128
Q509T1G1-071,248.943,0,343109000,128
Q509T1G1-072,248.943,0,257693000,128
Q509T1G1-200,248.943,0,361381000,128
Q509T1G1-201,248.943,0,204944000,128
Q509T1G2-001,248.535,0,266259000,128
Q509T1G2-002,248.535,0,294557000,128
Q509T1G2-003,248.943,0,243320000,128
Q509T1G2-004,248.943,0,227886000,128
Q509T1G2-005,248.943,0,285389000,128
